	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CCND1	4.07095352767657e-194	0.483838813172646	0.281	0.085	9.94167560993896e-190	Endothelial cells	CCND1
RBMS2	2.68480111924117e-192	0.323624770470139	0.308	0.102	6.55655281329887e-188	Endothelial cells	RBMS2
SERINC3	9.98767018269128e-192	0.497613216936347	0.545	0.295	2.43908893531504e-187	Endothelial cells	SERINC3
AHNAK	4.90351367902912e-187	0.402957312080952	0.947	0.774	1.1974870755557e-182	Endothelial cells	AHNAK
CTGF1	2.98027984307147e-182	0.684939773239071	0.336	0.116	7.27814140476484e-178	Endothelial cells	CTGF
KCTD123	3.63704595697343e-182	0.671210560179892	0.526	0.293	8.88202993152482e-178	Endothelial cells	KCTD12
KLF7	3.8346378725928e-180	0.356507535376061	0.325	0.116	9.36456914865888e-176	Endothelial cells	KLF7
FSCN1	1.41712002284285e-179	0.290832035436735	0.274	0.084	3.46074880778453e-175	Endothelial cells	FSCN1
NRP1	6.17774330524232e-175	0.364660126698685	0.325	0.119	1.50866669257323e-170	Endothelial cells	NRP1
WWTR11	3.63675763115345e-172	0.364615409891636	0.344	0.13	8.88132581103984e-168	Endothelial cells	WWTR1
PRKCE	5.9290543652795e-172	0.386313000804835	0.267	0.086	1.44793436654491e-167	Endothelial cells	PRKCE
MARCKSL1	8.19031147137382e-172	0.407805213617258	0.428	0.187	2.0001559644242e-167	Endothelial cells	MARCKSL1
ZBTB16	5.989447124173e-170	0.319960439079433	0.289	0.097	1.46268288219429e-165	Endothelial cells	ZBTB16
ST6GAL1	9.86158031107402e-164	0.314890211078571	0.296	0.103	2.40829652776739e-159	Endothelial cells	ST6GAL1
APOL1	6.80158198731352e-162	0.383868730515862	0.364	0.152	1.66101433712183e-157	Endothelial cells	APOL1
AFDN1	2.01752543028213e-161	0.340751567066014	0.367	0.148	4.92699885329198e-157	Endothelial cells	AFDN
NR2F21	5.03949732365616e-160	0.393967645687261	0.258	0.083	1.23069564141007e-155	Endothelial cells	NR2F2
ETS21	1.09363675607428e-159	0.520630880250389	0.557	0.329	2.670770322009e-155	Endothelial cells	ETS2
NFIA1	6.65236758370144e-159	0.370424741706687	0.36	0.145	1.62457468761573e-154	Endothelial cells	NFIA
ARGLU1	1.55802106610125e-158	0.590214981100862	0.509	0.283	3.80484324552585e-154	Endothelial cells	ARGLU1
KLF91	2.61492346629065e-156	0.539986480447112	0.493	0.266	6.38590459702839e-152	Endothelial cells	KLF9
MXD4	2.54346504414955e-154	0.26197642003822	0.251	0.081	6.21139598431763e-150	Endothelial cells	MXD4
ABLIM1	5.02966757660432e-154	0.280802955435906	0.286	0.098	1.22829511888254e-149	Endothelial cells	ABLIM1
CD991	6.65351525880076e-151	0.448510183725136	0.696	0.497	1.62485496135173e-146	Endothelial cells	CD99
ETS11	6.98294304124457e-151	0.295845654039366	0.49	0.214	1.70530452010234e-146	Endothelial cells	ETS1
OCLN1	1.42404873959565e-150	0.294039780667785	0.294	0.106	3.47766942696655e-146	Endothelial cells	OCLN
SOCS33	6.80262173431872e-149	0.847511795310298	0.531	0.318	1.66126825373797e-144	Endothelial cells	SOCS3
TPM4	2.09758810556865e-148	0.49866156378567	0.681	0.488	5.12251991260919e-144	Endothelial cells	TPM4
CLU1	2.04476604009131e-146	1.85518630555253	0.428	0.223	4.99352314650698e-142	Endothelial cells	CLU
TMSB101	8.55969213786615e-145	0.43962782838333	0.967	0.863	2.09036241698829e-140	Endothelial cells	TMSB10
AFF1	1.84457222444481e-144	0.295554684541807	0.304	0.117	4.50462982931668e-140	Endothelial cells	AFF1
MT2A1	3.78546529092585e-144	0.905782806429663	0.618	0.406	9.24448478697001e-140	Endothelial cells	MT2A
HIP1	6.7727745414381e-142	0.28646742071672	0.27	0.096	1.6539792707646e-137	Endothelial cells	HIP1
PDLIM11	3.81227836816594e-139	0.511439328027048	0.595	0.392	9.30996500289805e-135	Endothelial cells	PDLIM1
CEBPD2	2.5197611817535e-138	0.530398787513336	0.619	0.363	6.15350878196023e-134	Endothelial cells	CEBPD
XAF11	8.70786793344028e-137	0.474542447342086	0.481	0.267	2.12654842802545e-132	Endothelial cells	XAF1
RAC11	1.50444795554643e-136	0.377343955286397	0.937	0.806	3.67401235223994e-132	Endothelial cells	RAC1
IL1R11	1.45943784808509e-135	0.401223263829336	0.296	0.117	3.5640931688086e-131	Endothelial cells	IL1R1
HPGD	3.56625999150123e-133	1.02428235694607	0.36	0.176	8.70916352524516e-129	Endothelial cells	HPGD
PXN1	8.54049608648992e-132	0.314138799150898	0.388	0.178	2.0856745492817e-127	Endothelial cells	PXN
LEPROT1	1.95618333119417e-131	0.469217257741715	0.522	0.333	4.77719531310929e-127	Endothelial cells	LEPROT
ZBTB20	6.45026647477038e-131	0.375060455714699	0.373	0.17	1.57521957580367e-126	Endothelial cells	ZBTB20
PIK3C2A	8.93346399080887e-130	0.264352121624767	0.269	0.101	2.18164124119543e-125	Endothelial cells	PIK3C2A
DLC11	1.93039594829894e-129	0.345842236065045	0.359	0.157	4.71421994534084e-125	Endothelial cells	DLC1
CLIC4	1.89444313584225e-128	0.347181577423355	0.375	0.18	4.62641958204035e-124	Endothelial cells	CLIC4
TAOK2	3.62728103445442e-127	0.250690824078131	0.256	0.094	8.85818301424114e-123	Endothelial cells	TAOK2
BTN3A21	3.58593077277812e-125	0.365620203231982	0.421	0.212	8.75720154020144e-121	Endothelial cells	BTN3A2
LIMA1	5.75198658466883e-125	0.405414028576164	0.405	0.211	1.40469264384198e-120	Endothelial cells	LIMA1
FRYL	6.32326835458128e-124	0.291634522036231	0.283	0.113	1.5442053648723e-119	Endothelial cells	FRYL
DYNC1LI2	2.57445585215818e-123	0.397013032693374	0.426	0.228	6.28707863655548e-119	Endothelial cells	DYNC1LI2
TNFRSF1A	1.2499899820419e-122	0.356510989228511	0.362	0.175	3.05260053514453e-118	Endothelial cells	TNFRSF1A
MYL12B	4.32976220803756e-119	0.354659524892059	0.905	0.795	1.05737122882485e-114	Endothelial cells	MYL12B
TSPAN14	1.35330498000498e-118	0.366364983938062	0.435	0.238	3.30490609167017e-114	Endothelial cells	TSPAN14
PLK2	1.21523176880624e-117	0.511278560891548	0.454	0.259	2.96771750260172e-113	Endothelial cells	PLK2
MT1E1	5.09982729304604e-117	0.638470056995315	0.38	0.193	1.24542882323477e-112	Endothelial cells	MT1E
TMEM109	1.44629717689195e-116	0.320657269905909	0.368	0.181	3.53200233568782e-112	Endothelial cells	TMEM109
FOXP1	1.19083995256419e-114	0.466581234358798	0.518	0.323	2.908150248157e-110	Endothelial cells	FOXP1
SPTLC2	1.4700658536306e-114	0.289272620884545	0.299	0.129	3.5900478211513e-110	Endothelial cells	SPTLC2
TACC1	4.89185134134238e-112	0.444417963527117	0.507	0.317	1.19463901606922e-107	Endothelial cells	TACC1
IL7R1	6.24683435861859e-112	0.678220948427623	0.464	0.265	1.52553941871825e-107	Endothelial cells	IL7R
PRMT1	1.03535171860109e-111	0.293031011517408	0.309	0.139	2.52843243199571e-107	Endothelial cells	PRMT1
YWHAE1	1.55169120925088e-111	0.347279255029264	0.869	0.758	3.78938510211157e-107	Endothelial cells	YWHAE
DUSP62	2.92724710510655e-110	0.606991442713887	0.541	0.346	7.14863015538072e-106	Endothelial cells	DUSP6
CFLAR1	9.33352598229306e-110	0.397202974413546	0.597	0.4	2.27934038013579e-105	Endothelial cells	CFLAR
SLFN51	9.36590545057234e-109	0.323423283024753	0.392	0.198	2.28724777008427e-104	Endothelial cells	SLFN5
ARHGAP31	1.57587428906823e-108	0.284500119112814	0.285	0.124	3.84844260133353e-104	Endothelial cells	ARHGAP31
PON21	4.70707703591544e-108	0.270471006916118	0.325	0.147	1.14951528294091e-103	Endothelial cells	PON2
QKI1	2.18186939885116e-106	0.412637839891118	0.499	0.321	5.32834325893442e-102	Endothelial cells	QKI
HMGB11	1.1415706207972e-105	0.340596572938957	0.899	0.798	2.78782961304883e-101	Endothelial cells	HMGB1
TAP11	1.91697647729751e-105	0.366869211728255	0.417	0.227	4.68144825520826e-101	Endothelial cells	TAP1
FOXO1	9.07547113829783e-105	0.26389222505028	0.273	0.114	2.21632080668371e-100	Endothelial cells	FOXO1
PHACTR4	9.32013458898748e-105	0.354796021054783	0.341	0.17	2.27607006797663e-100	Endothelial cells	PHACTR4
DDX171	1.96718166616588e-101	0.369971890223826	0.755	0.604	4.8040543469437e-97	Endothelial cells	DDX17
IFI44L1	4.15714549188854e-99	0.310543999454416	0.272	0.117	1.0152165005741e-94	Endothelial cells	IFI44L
PSIP11	7.97832279806298e-99	0.285173469359701	0.35	0.173	1.94838621051496e-94	Endothelial cells	PSIP1
GSN1	1.46017979142352e-98	0.360475739080701	0.759	0.548	3.56590506863537e-94	Endothelial cells	GSN
SNHG7	2.81905140492124e-98	0.32840367769659	0.377	0.202	6.88440543595816e-94	Endothelial cells	SNHG7
VCL	1.02906566270124e-97	0.266288231657487	0.287	0.129	2.5130812548827e-93	Endothelial cells	VCL
KLF42	9.70407163384525e-97	0.428663572229805	0.781	0.591	2.36983133370135e-92	Endothelial cells	KLF4
DAAM11	1.11726647627652e-96	0.293530117825343	0.274	0.121	2.72847646171488e-92	Endothelial cells	DAAM1
MTRNR2L121	1.3509130277304e-94	0.355288205668793	0.694	0.512	3.29906470502042e-90	Endothelial cells	MTRNR2L12
MFSD61	3.40055543036328e-93	0.27701572848073	0.259	0.114	8.30449641649016e-89	Endothelial cells	MFSD6
CCDC50	1.69575643488112e-92	0.270422678280492	0.31	0.151	4.14120678962318e-88	Endothelial cells	CCDC50
ITPRIP	1.85715735416193e-89	0.284943658218318	0.292	0.137	4.53536397459886e-85	Endothelial cells	ITPRIP
VAMP3	1.78270494932022e-88	0.306357522905895	0.346	0.19	4.35354375673491e-84	Endothelial cells	VAMP3
ADD1	6.09549843899424e-87	0.35383251769808	0.45	0.286	1.48858167378678e-82	Endothelial cells	ADD1
MAGED21	4.05876310323228e-83	0.263923291974883	0.317	0.162	9.91190537440356e-79	Endothelial cells	MAGED2
MT1X	4.72406221920421e-83	0.390835052338063	0.314	0.159	1.15366323455186e-78	Endothelial cells	MT1X
NFE2L1	2.59273541110589e-82	0.310046316959994	0.324	0.175	6.33171914746169e-78	Endothelial cells	NFE2L1
MGST2	1.01607604181542e-81	0.30220168306646	0.359	0.206	2.48135930171745e-77	Endothelial cells	MGST2
IFI161	1.13734726761334e-78	0.326764316639914	0.433	0.268	2.77751576223855e-74	Endothelial cells	IFI16
CSRNP11	4.97171727742631e-78	0.433143426127273	0.573	0.43	1.21414307632028e-73	Endothelial cells	CSRNP1
TLNRD1	5.64519141045113e-78	0.266620832308401	0.258	0.124	1.37861219434627e-73	Endothelial cells	TLNRD1
GNB1	5.41431899697892e-77	0.311842251817468	0.764	0.652	1.32223084225222e-72	Endothelial cells	GNB1
SERPINH1	5.44682455774533e-77	0.263040101410913	0.319	0.167	1.33016902524699e-72	Endothelial cells	SERPINH1
TMEM1231	9.76333869976317e-74	0.320477984191389	0.435	0.283	2.38430494386916e-69	Endothelial cells	TMEM123
CEMIP21	3.80220921805326e-72	0.396969573500103	0.405	0.252	9.28537513140786e-68	Endothelial cells	CEMIP2
NCOA3	3.06037678920477e-71	0.262008985302733	0.274	0.138	7.47374615691696e-67	Endothelial cells	NCOA3
KTN11	3.94179349351369e-70	0.353630835487806	0.603	0.477	9.62625389050979e-66	Endothelial cells	KTN1
MYL12A1	6.73614392202044e-70	0.270348291683673	0.872	0.747	1.64503370719661e-65	Endothelial cells	MYL12A
MAP4	1.0492155689746e-69	0.303844224283956	0.373	0.23	2.56228934099288e-65	Endothelial cells	MAP4
TAP2	3.55948685213664e-68	0.291689657609074	0.343	0.201	8.69262284160289e-64	Endothelial cells	TAP2
RAB12	1.72876309240952e-67	0.252756791286031	0.278	0.147	4.2218123479733e-63	Endothelial cells	RAB12
WASF21	5.38829250416338e-67	0.363307099445556	0.487	0.36	1.31587491244174e-62	Endothelial cells	WASF2
KAT6A	1.18820545002793e-66	0.263722736985745	0.335	0.194	2.90171652951322e-62	Endothelial cells	KAT6A
ATN1	2.11853986571163e-61	0.295186994135659	0.35	0.217	5.17368620605436e-57	Endothelial cells	ATN1
TSC22D12	3.00569597892587e-61	0.342358934360762	0.474	0.312	7.34021015013487e-57	Endothelial cells	TSC22D1
GLO11	1.07655314134344e-60	0.327608537925857	0.392	0.266	2.62905042647481e-56	Endothelial cells	GLO1
TMOD3	1.2230792343211e-60	0.259042989259657	0.327	0.194	2.98688179813556e-56	Endothelial cells	TMOD3
RBM17	3.09856184294005e-59	0.294214134449554	0.372	0.243	7.56699787664389e-55	Endothelial cells	RBM17
IL13RA11	2.60645200532962e-58	0.27729495302292	0.341	0.211	6.36521644221547e-54	Endothelial cells	IL13RA1
DYNC1I2	8.07394181033392e-58	0.293941337186933	0.382	0.255	1.97173732950165e-53	Endothelial cells	DYNC1I2
CTNNA11	8.34181402426174e-56	0.280230281814451	0.41	0.285	2.03715440286496e-51	Endothelial cells	CTNNA1
TMEM2451	1.1157926247545e-55	0.27381478654274	0.359	0.227	2.72487716891297e-51	Endothelial cells	TMEM245
NFIC2	2.51443909369987e-55	0.300295495728384	0.421	0.287	6.14051171072446e-51	Endothelial cells	NFIC
EID1	7.09932056537458e-54	0.308786166520009	0.476	0.362	1.73372507527013e-49	Endothelial cells	EID1
SEC62	2.39875509880794e-52	0.295057535853299	0.532	0.423	5.85799982679887e-48	Endothelial cells	SEC62
ADIPOR2	2.99202692208724e-51	0.292818222541174	0.324	0.208	7.30682894642924e-47	Endothelial cells	ADIPOR2
SERINC1	6.74184592960704e-51	0.303802188144564	0.527	0.427	1.64642619446933e-46	Endothelial cells	SERINC1
NUCKS1	1.32357533500444e-50	0.305249596952849	0.571	0.472	3.23230332561433e-46	Endothelial cells	NUCKS1
IL321	1.52288555045837e-50	0.260934218767814	0.372	0.219	3.71903880277437e-46	Endothelial cells	IL32
RPN1	2.67983636188973e-50	0.346679111729167	0.459	0.363	6.54442837937091e-46	Endothelial cells	RPN1
SEPT2	7.12290931819272e-48	0.278656540066128	0.531	0.438	1.73948568459584e-43	Endothelial cells	SEPT2
HIPK2	1.61071412498201e-47	0.272895304579605	0.335	0.218	3.93352496461856e-43	Endothelial cells	HIPK2
CDC37	4.76278672303805e-47	0.295377150853635	0.467	0.369	1.16312014563312e-42	Endothelial cells	CDC37
SGK11	8.33187527742612e-45	0.420099880671554	0.452	0.346	2.03472726150023e-40	Endothelial cells	SGK1
BAZ2B	5.55529404931574e-43	0.268260272334956	0.336	0.226	1.3566583597834e-38	Endothelial cells	BAZ2B
ARHGAP181	3.50609119692015e-40	0.335031492540067	0.388	0.293	8.56222531199869e-36	Endothelial cells	ARHGAP18
VAT11	1.47874731277025e-37	0.270793062380055	0.404	0.295	3.61124881251624e-33	Endothelial cells	VAT1
CTNNB1	1.89723035082217e-35	0.25962147845662	0.512	0.436	4.63322623974283e-31	Endothelial cells	CTNNB1
HPCAL1	4.80794286317798e-35	0.257099463161036	0.419	0.335	1.17414772661669e-30	Endothelial cells	HPCAL1
SHISA5	8.85538399200362e-32	0.262902452778086	0.447	0.369	2.1625733246872e-27	Endothelial cells	SHISA5
HES12	1.28392180574788e-28	0.315722473945735	0.339	0.244	3.1354654418169e-24	Endothelial cells	HES1
FKBP51	1.7250731265134e-24	0.276113864336258	0.363	0.287	4.21280108225837e-20	Endothelial cells	FKBP5
NDRG1	4.81369912158628e-24	0.259423616160218	0.319	0.24	1.17555346248259e-19	Endothelial cells	NDRG1
ZFP361	1.04324530602165e-10	0.299179061838311	0.94	0.883	2.54770936183548e-06	Endothelial cells	ZFP36
TPSB2	0	4.27256721386507	1	0.021	0	Mast cells	TPSB2
TPSAB1	0	3.78535869472461	0.992	0.011	0	Mast cells	TPSAB1
CPA3	0	3.54420640819415	0.998	0.008	0	Mast cells	CPA3
MS4A2	0	2.5004980921855	0.98	0.003	0	Mast cells	MS4A2
KIT	0	2.0720946597046	0.942	0.01	0	Mast cells	KIT
RGS11	0	1.59831204698561	0.894	0.168	0	Mast cells	RGS1
IL1RL1	0	1.48531896046836	0.832	0.015	0	Mast cells	IL1RL1
SLC18A2	0	1.47891919792353	0.85	0.002	0	Mast cells	SLC18A2
VWA5A	0	1.44979274974325	0.888	0.08	0	Mast cells	VWA5A
MYADM1	0	1.3965495982586	0.925	0.673	0	Mast cells	MYADM
CD691	0	1.36383580440082	0.834	0.232	0	Mast cells	CD69
GATA2	0	1.35234773424302	0.8	0.016	0	Mast cells	GATA2
FOSB1	0	1.34230810429708	0.989	0.866	0	Mast cells	FOSB
LMNA1	0	1.33842291842054	0.885	0.614	0	Mast cells	LMNA
RHEX	0	1.26753117162265	0.824	0.007	0	Mast cells	RHEX
HPGD1	0	1.26585095824509	0.769	0.159	0	Mast cells	HPGD
CTSG	0	1.21362056718638	0.423	0.001	0	Mast cells	CTSG
RGS21	0	1.19867055498033	0.917	0.422	0	Mast cells	RGS2
HDC	0	1.12678471258742	0.734	0.005	0	Mast cells	HDC
CD441	0	1.07505766774822	0.991	0.762	0	Mast cells	CD44
PTGS21	0	1.07380091113753	0.534	0.165	0	Mast cells	PTGS2
RGS13	0	1.04571519337813	0.719	0.011	0	Mast cells	RGS13
TSC22D31	0	1.0448671771955	0.986	0.821	0	Mast cells	TSC22D3
ANXA11	0	1.04465422693007	0.986	0.854	0	Mast cells	ANXA1
CAVIN21	0	0.972162557755418	0.671	0.097	0	Mast cells	CAVIN2
MAOB	0	0.964085790102149	0.713	0.024	0	Mast cells	MAOB
LMO4	0	0.962956490236747	0.793	0.328	0	Mast cells	LMO4
CSF1	0	0.956466425779404	0.526	0.122	0	Mast cells	CSF1
VIM2	0	0.93174413152488	0.999	0.844	0	Mast cells	VIM
CD821	0	0.917101453504789	0.802	0.199	0	Mast cells	CD82
LAPTM4A1	0	0.9114044123001	0.953	0.676	0	Mast cells	LAPTM4A
PTGS1	0	0.891987899035077	0.686	0.035	0	Mast cells	PTGS1
HSPA1B1	0	0.891521662636856	0.987	0.919	0	Mast cells	HSPA1B
HSP90AA11	0	0.879751039520285	0.997	0.994	0	Mast cells	HSP90AA1
HPGDS	0	0.877292382784926	0.65	0.039	0	Mast cells	HPGDS
SRGN2	0	0.862564704760747	0.999	0.781	0	Mast cells	SRGN
ELF11	0	0.851798173699507	0.778	0.31	0	Mast cells	ELF1
ARHGAP182	0	0.838650911240758	0.741	0.277	0	Mast cells	ARHGAP18
ACSL41	0	0.813107094715076	0.683	0.186	0	Mast cells	ACSL4
CD841	0	0.810767543973405	0.659	0.124	0	Mast cells	CD84
IDS1	0	0.800621684524829	0.777	0.401	0	Mast cells	IDS
ELL21	0	0.7931138322271	0.643	0.241	0	Mast cells	ELL2
AHR1	0	0.790822578622581	0.653	0.304	0	Mast cells	AHR
CPM1	0	0.780092176780201	0.739	0.313	0	Mast cells	CPM
RAC21	0	0.756278322254346	0.931	0.567	0	Mast cells	RAC2
TNFRSF21	0	0.753924830960731	0.515	0.065	0	Mast cells	TNFRSF21
CLU2	0	0.741271972040963	0.89	0.203	0	Mast cells	CLU
SLC26A2	0	0.737638850297196	0.511	0.074	0	Mast cells	SLC26A2
FOXP11	0	0.734337529426051	0.73	0.314	0	Mast cells	FOXP1
ARHGEF6	0	0.715625306998432	0.638	0.111	0	Mast cells	ARHGEF6
YWHAZ1	0	0.708800380940669	0.929	0.813	0	Mast cells	YWHAZ
PTMA1	0	0.689824750284275	1	0.996	0	Mast cells	PTMA
RAB27B	0	0.679014401710682	0.534	0.027	0	Mast cells	RAB27B
SAMSN11	0	0.670669497249509	0.757	0.201	0	Mast cells	SAMSN1
BMP2K	0	0.668943170403404	0.592	0.102	0	Mast cells	BMP2K
CALB2	0	0.656599006448153	0.492	0.002	0	Mast cells	CALB2
GCSAML	0	0.650937968169094	0.48	0.001	0	Mast cells	GCSAML
SLC44A1	0	0.646355862976782	0.589	0.126	0	Mast cells	SLC44A1
SLC2A32	0	0.624491464357023	0.667	0.279	0	Mast cells	SLC2A3
CCNI	0	0.59963861614415	0.941	0.817	0	Mast cells	CCNI
MT-ND4L1	0	0.59466168156418	0.982	0.898	0	Mast cells	MT-ND4L
ARHGDIB1	0	0.593517359244926	0.954	0.712	0	Mast cells	ARHGDIB
LPCAT2	0	0.582145425498211	0.55	0.13	0	Mast cells	LPCAT2
TPSD1	0	0.577423739206847	0.357	0.001	0	Mast cells	TPSD1
STX3	0	0.572711810782446	0.545	0.129	0	Mast cells	STX3
TESPA1	0	0.562591298631483	0.476	0.021	0	Mast cells	TESPA1
RPL37A	0	0.561209549032462	1	0.991	0	Mast cells	RPL37A
SLC45A3	0	0.528725222526588	0.433	0.017	0	Mast cells	SLC45A3
RPL341	0	0.521169019958712	1	0.996	0	Mast cells	RPL34
CTNNBL1	0	0.517750003464922	0.493	0.085	0	Mast cells	CTNNBL1
CCDC92	0	0.508188523686336	0.479	0.127	0	Mast cells	CCDC92
RHOH	0	0.500915189064406	0.481	0.089	0	Mast cells	RHOH
DUSP10	0	0.496358474021725	0.466	0.133	0	Mast cells	DUSP10
GRAP2	0	0.496154120865944	0.414	0.027	0	Mast cells	GRAP2
RPS27A1	0	0.491119964750052	0.994	0.949	0	Mast cells	RPS27A
RPL301	0	0.466480292099597	0.998	0.968	0	Mast cells	RPL30
ADGRE21	0	0.465710585355629	0.42	0.062	0	Mast cells	ADGRE2
ITM2C	0	0.461862263071245	0.471	0.071	0	Mast cells	ITM2C
BTK1	0	0.459690501891458	0.504	0.167	0	Mast cells	BTK
AL157895.1	0	0.449333937077811	0.383	0.001	0	Mast cells	AL157895.1
BACE2	0	0.448347612249498	0.426	0.053	0	Mast cells	BACE2
SIGLEC8	0	0.444098251295218	0.364	0.004	0	Mast cells	SIGLEC8
CD22	0	0.432278343876403	0.384	0.02	0	Mast cells	CD22
MT-ND41	0	0.414528433693472	1	0.999	0	Mast cells	MT-ND4
EEF1A11	0	0.406608749744888	1	0.999	0	Mast cells	EEF1A1
PRKX	0	0.402859981818409	0.371	0.098	0	Mast cells	PRKX
KCNH2	0	0.394443919089123	0.326	0.004	0	Mast cells	KCNH2
PBX11	0	0.394263606702792	0.408	0.092	0	Mast cells	PBX1
FCER1A	0	0.390512001497201	0.408	0.023	0	Mast cells	FCER1A
IL18R1	0	0.389805898173955	0.353	0.042	0	Mast cells	IL18R1
ATP6V0A2	0	0.386723050182121	0.363	0.055	0	Mast cells	ATP6V0A2
MBOAT7	0	0.386590751119974	0.46	0.136	0	Mast cells	MBOAT7
KIAA1549	0	0.383639170392858	0.33	0.014	0	Mast cells	KIAA1549
CNRIP1	0	0.377658875602058	0.349	0.024	0	Mast cells	CNRIP1
FER	0	0.356073341200413	0.323	0.045	0	Mast cells	FER
NMT2	0	0.353629462187958	0.328	0.033	0	Mast cells	NMT2
ITM2A1	0	0.350033902538847	0.421	0.104	0	Mast cells	ITM2A
MEIS22	0	0.34925945102967	0.312	0.046	0	Mast cells	MEIS2
CDK15	0	0.345753096063079	0.3	0	0	Mast cells	CDK15
STAP1	0	0.345178934250247	0.297	0.008	0	Mast cells	STAP1
FERMT21	0	0.34505292057855	0.363	0.077	0	Mast cells	FERMT2
COBLL1	0	0.341252877460769	0.349	0.074	0	Mast cells	COBLL1
SMIM3	0	0.340218557537451	0.344	0.068	0	Mast cells	SMIM3
LEO1	0	0.339520774192963	0.317	0.067	0	Mast cells	LEO1
SMYD3	0	0.336528213498034	0.33	0.054	0	Mast cells	SMYD3
TMEM1541	0	0.335381271981831	0.315	0.055	0	Mast cells	TMEM154
RPS6KA5	0	0.3261624210543	0.326	0.077	0	Mast cells	RPS6KA5
BATF	0	0.325502421563928	0.328	0.039	0	Mast cells	BATF
LAT	0	0.324985927824516	0.356	0.075	0	Mast cells	LAT
TSEN54	0	0.322135089193037	0.36	0.075	0	Mast cells	TSEN54
SLC24A3	0	0.321833310574296	0.288	0.007	0	Mast cells	SLC24A3
LAX1	0	0.320947495495478	0.289	0.031	0	Mast cells	LAX1
RAB37	0	0.319104717729009	0.315	0.035	0	Mast cells	RAB37
MYB1	0	0.314745976217305	0.302	0.066	0	Mast cells	MYB
CTTNBP2	0	0.308522023981567	0.259	0.006	0	Mast cells	CTTNBP2
TDRD3	0	0.307475413610934	0.275	0.055	0	Mast cells	TDRD3
KIAA15221	0	0.301055050532867	0.31	0.058	0	Mast cells	KIAA1522
GPAT3	0	0.291492810695894	0.262	0.051	0	Mast cells	GPAT3
SPECC1	0	0.288002893109095	0.286	0.044	0	Mast cells	SPECC1
P2RY14	0	0.285401211224945	0.277	0.025	0	Mast cells	P2RY14
ALS2	0	0.283994507532878	0.283	0.046	0	Mast cells	ALS2
TIMP31	0	0.264239905115871	0.688	0.114	0	Mast cells	TIMP3
P2RX1	0	0.262764820030503	0.258	0.033	0	Mast cells	P2RX1
ZNRF1	0	0.258158443755543	0.261	0.037	0	Mast cells	ZNRF1
KLF62	3.95380286003697e-307	0.873771043837634	0.978	0.915	9.65558196449629e-303	Mast cells	KLF6
SH3KBP11	2.2027281360372e-306	0.463499923342192	0.611	0.238	5.37928238101644e-302	Mast cells	SH3KBP1
TNIK	8.7055189734563e-306	0.367182501429852	0.395	0.111	2.12597478850776e-301	Mast cells	TNIK
CNST	1.90980417689869e-297	0.273124788382959	0.295	0.066	4.6639327804043e-293	Mast cells	CNST
RPL321	3.78253603041098e-293	0.435890932769121	0.998	0.973	9.23733123986666e-289	Mast cells	RPL32
CPEB4	5.1684867925369e-289	0.570410802093844	0.538	0.219	1.26219615960544e-284	Mast cells	CPEB4
